time,input_voltage,el_power
1746.84,3.445,1334.34009540876
1747.22608,10.0,3189.20640426971
1747.3,3.0,1115.54479658709
1747.38,3.0,1230.94374195862
1747.78,3.0,1142.88725257178
1747.82,3.0,1198.00894603659
1747.84,3.445,1228.87689366732
1748.22518,10.0,3199.75734622606
1748.36,3.0,1202.64050617318
1748.38,3.0,1139.69535031561
1748.84,3.445,1358.12960487831
1748.84,3.0,1234.41705235356
1748.9,3.0,1103.02391189183
1749.22428,10.0,3170.73778648983
1749.42,3.0,1116.40785792909
1749.42,3.0,1224.47288521707
1749.84,3.445,1233.26100469927
1749.86,3.0,1141.95509830593
1749.94,3.0,1192.06050734161
1750.22338,10.0,3192.05350328131
1750.42,3.0,1134.23467464872
1750.48,3.0,1203.67144892384
1750.84,3.445,1355.71458182325
1750.86,3.0,1236.86625615616
1750.94,3.0,1107.55913945127
1751.22248,10.0,3167.58174397209
1751.5,3.0,1210.61686228759
1751.54,3.0,1121.87739000058
1751.84,3.445,1249.31687333378
1751.88,3.0,1152.88281523988
1751.94,3.0,1193.73142870028
1752.22158,10.0,3193.77367176273
1752.5,3.0,1131.62028562868
1752.6,3.0,1202.26230021101
1752.84,3.445,1363.41295536487
1752.88,3.0,1239.45153669083
1752.94,3.0,1104.76746050379
1753.22068,10.0,3175.04725014118
1753.56,3.0,1222.78261467588
1753.62,3.0,1114.96000226897
1753.84,3.445,1231.00267733258
1753.9,3.0,1151.90196300543
1753.94,3.0,1190.83953901945
1754.21978,10.0,3201.05153265625
1754.58,3.0,1133.27438311318
1754.64,3.0,1208.5253281266
1754.84,3.445,1349.31340919436
1754.9,3.0,1237.43926744686
1755.0,3.0,1105.83891905759
1755.21888,10.0,3182.06289610057
1755.62,3.0,1227.99584962614
1755.68,3.0,1112.8287857715
1755.84,3.445,1234.0528968642
1755.98,3.0,1149.31552534668
1756.02,3.0,1195.47466319148
1756.21798,10.0,3171.33556525751
1756.68,3.0,1200.34933392654
1756.74,3.0,1148.38150777142
1756.84,3.445,1362.24577846948
1757.06,3.0,1236.83307994336
1757.08,3.0,1113.61186268736
1757.21708,10.0,3191.44165581527
1757.68,3.0,1106.11421306945
1757.8,3.0,1232.8102398699
1757.84,3.445,1258.67992718551
1758.1,3.0,1200.48300487318
1758.16,3.0,1147.39026821313
1758.21618,10.0,3177.61620960446
1758.74,3.0,1202.5969164284
1758.84,3.445,1378.80348434548
1758.86,3.0,1140.10666415533
1759.12,3.0,1109.80003508707
1759.21528,10.0,3196.47188964042
1759.24,3.0,1237.14533314116
1759.8,3.0,1111.09736611209
1759.84,3.445,1244.60289283514
1759.88,3.0,1233.8603737248
1760.16,3.0,1194.47087667454
1760.21438,10.0,3173.31229913266
1760.28,3.0,1156.16748833743
1760.84,3.445,1369.40659557708
1760.84,3.0,1200.25447888765
1760.9,3.0,1148.06402362489
1761.21348,10.0,3200.11338155332
1761.22,3.0,1104.98900531861
1761.34,3.0,1247.86173578031
1761.84,3.445,1228.10112162343
1761.94,3.0,1111.78086889712
1761.96,3.0,1234.78746766538
1762.21258,10.0,3182.33744212985
1762.22,3.0,1193.33634066944
1762.42,3.0,1152.35990766574
1762.84,3.445,1349.03905166755
1762.98,3.0,1203.51216534873
1763.0,3.0,1147.77869801173
1763.21168,10.0,3171.66537907545
1763.22,3.0,1095.72859082542
1763.44,3.0,1244.84315041544
1763.84,3.445,1243.89660983107
1764.02,3.0,1237.51782168848
1764.1,3.0,1105.05549599239
1764.21078,10.0,3199.83816426533
1764.22,3.0,1189.6875366602
1764.44,3.0,1154.05514696649
1764.84,3.445,1341.05384411204
1765.08,3.0,1138.16954325583
1765.14,3.0,1191.91004467106
1765.20988,10.0,3182.29117018715
1765.22,3.0,1098.94588348438
1765.44,3.0,1252.46218030527
1765.84,3.445,1244.01996814514
1766.08,3.0,1233.40652295348
1766.18,3.0,1106.90152115371
1766.20898,10.0,3171.93368261079
1766.22,3.0,1191.69696419906
1766.48,3.0,1154.26317182701
1766.84,3.445,1350.57277889487
1767.1,3.0,1143.58369737366
1767.18,3.0,1191.66942264635
1767.20808,10.0,3190.8159139434
1767.28,3.0,1106.76283367432
1767.48,3.0,1250.23826699172
1767.84,3.445,1237.31744714131
1768.12,3.0,1228.83106663041
1768.2,3.0,1112.70396645751
1768.20718,10.0,3195.5090171198
1768.36,3.0,1188.90617532222
1768.48,3.0,1169.42139255268
1768.84,3.445,1352.0676556824
1769.12,3.0,1149.09769784334
1769.2,3.0,1195.02590155432
1769.20628,10.0,3172.04339449716
1769.42,3.0,1096.52449805379
1769.62,3.0,1252.72388483015
1769.84,3.445,1230.08232986379
1770.16,3.0,1242.34427442557
1770.20538,10.0,3193.42122863338
1770.26,3.0,1104.21997544701
1770.44,3.0,1186.18722024143
1770.68,3.0,1158.97315994456
1770.84,3.445,1358.83922999111
1771.16,3.0,1147.87799780239
1771.20448,10.0,3172.56016012389
1771.32,3.0,1200.01931202854
1771.48,3.0,1087.1111388375
1771.68,3.0,1253.30979641147
1771.84,3.445,1236.95385485025
1772.20358,10.0,3196.07997932422
1772.22,3.0,1239.92718967068
1772.42,3.0,1115.52609248113
1772.5,3.0,1180.0749478632
1772.78,3.0,1156.70630356471
1772.84,3.445,1353.41666000501
1773.20268,10.0,3177.28840592877
1773.26,3.0,1153.22542421205
1773.5,3.0,1097.6629070338
1773.5,3.0,1200.61939224742
1773.84,3.445,1224.64910075609
1773.84,3.0,1240.30449821189
1774.20178,10.0,3167.6057989892
1774.36,3.0,1240.01166084366
1774.5,3.0,1184.77923483264
1774.54,3.0,1119.65852737076
1774.84,3.445,1370.55677537897
1774.9,3.0,1158.65574679744
1775.20088,10.0,3197.24059042032
1775.38,3.0,1159.73273998559
1775.5,3.0,1097.91212690564
1775.58,3.0,1201.82062506145
1775.84,3.445,1231.4832235786
1775.92,3.0,1248.13552778153
1776.19998,10.0,3169.41869754285
1776.44,3.0,1235.86177144911
1776.5,3.0,1180.97844928936
1776.62,3.0,1109.80750781996
1776.84,3.445,1352.70449702763
1776.98,3.0,1153.80227356281
1777.19908,10.0,3195.3718254827
1777.5,3.0,1089.00882143377
1777.5,3.0,1150.69669103985
1777.74,3.0,1200.83610700111
1777.84,3.445,1243.12931677352
1778.0,3.0,1247.31467375326
1778.19818,10.0,3178.33008703549
1778.5,3.0,1180.60618874785
1778.54,3.0,1240.63858474436
1778.78,3.0,1125.63663672773
1778.84,3.445,1359.28463058832
1779.02,3.0,1154.20078171867
1779.19728,10.0,3199.2994441104
1779.52,3.0,1087.26648242784
1779.56,3.0,1144.50964175182
1779.84,3.0,1207.31538715781
1779.84,3.445,1242.2461402383
1780.04,3.0,1241.94994399093
1780.19638,10.0,3169.50265487253
1780.6,3.0,1172.44814130534
1780.7,3.0,1235.75204953344
1780.84,3.445,1358.37396035205
1780.86,3.0,1131.22232245118
1781.06,3.0,1153.73516226208
1781.19548,10.0,3198.07893273889
1781.62,3.0,1078.11457153152
1781.72,3.0,1141.65233133268
1781.84,3.445,1243.98309612676
1781.88,3.0,1211.47023384805
1782.08,3.0,1250.46096197881
1782.19458,10.0,3181.90036853006
1782.68,3.0,1167.14503104595
1782.74,3.0,1239.30199429496
1782.84,3.445,1350.86007820581
1782.9,3.0,1124.8035457055
1783.12,3.0,1159.6156093465
1783.19368,10.0,3192.38403167936
1783.72,3.0,1090.32723482955
1783.84,3.0,1147.21030570281
1783.84,3.445,1250.1008336759
1783.9,3.0,1215.73769715754
1784.16,3.0,1250.90195625756
1784.19278,10.0,3171.96164621561
1784.74,3.0,1166.92783193561
1784.84,3.445,1357.79522249395
1784.84,3.0,1232.52045174091
1784.92,3.0,1121.21339314482
1785.18,3.0,1163.13367116795
1785.19188,10.0,3198.60891629413
1785.76,3.0,1094.6133614504
1785.84,3.445,1242.20552612409
1785.88,3.0,1138.05566336866
1785.94,3.0,1220.75590528239
1786.19098,10.0,3205.20567373395
1786.22,3.0,1253.75601348414
1786.76,3.0,1190.34733106246
1786.84,3.445,1343.59740633629
1786.92,3.0,1230.99930175654
1786.96,3.0,1129.28547960865
1787.19008,10.0,3179.56267473974
1787.34,3.0,1163.46140326249
1787.76,3.0,1101.78007166373
1787.84,3.445,1224.86641050319
1787.94,3.0,1138.19293987564
1788.04,3.0,1223.00735696525
1788.18918,10.0,3196.63349382722
1788.4,3.0,1243.78832186972
1788.78,3.0,1192.62670346659
1788.84,3.445,1353.67996750167
1788.96,3.0,1229.69875388227
1789.06,3.0,1138.06971418605
1789.18828,10.0,3184.28359695023
1789.42,3.0,1166.12425016399
1789.84,3.0,1104.7029791513
1789.84,3.445,1238.99245551786
1789.98,3.0,1145.14638621129
1790.16,3.0,1221.68596109448
1790.18738,10.0,3168.60311269212
1790.48,3.0,1252.14407554433
1790.84,3.445,1351.16890248437
1790.9,3.0,1190.10569378761
1791.06,3.0,1233.04176622743
1791.18648,10.0,3192.1138309004
1791.22,3.0,1129.42539279662
1791.5,3.0,1161.36260075374
1791.84,3.445,1238.01089884808
1791.98,3.0,1112.5678635284
1792.1,3.0,1148.6181776389
1792.18558,10.0,3175.66830645638
1792.26,3.0,1217.42960388535
1792.52,3.0,1248.48478268071
1792.84,3.445,1344.83989939826
1793.02,3.0,1184.81306479364
1793.12,3.0,1225.30819973552
1793.18468,10.0,3191.86195462717
1793.34,3.0,1122.60362114688
1793.54,3.0,1157.20616573811
1793.84,3.445,1243.96978758662
1794.12,3.0,1098.38105025853
1794.18378,10.0,3164.82684693875
1794.2,3.0,1139.71941138255
1794.42,3.0,1212.58743461893
1794.54,3.0,1247.69750697657
1794.84,3.445,1339.52593266886
1795.14,3.0,1180.42852323271
1795.18288,10.0,3195.39255156567
1795.26,3.0,1226.60107121562
1795.42,3.0,1123.1409964922
1795.54,3.0,1156.01617829288
1795.84,3.445,1235.25869083209
1796.14,3.0,1101.40889374868
1796.18198,10.0,3174.38659443227
1796.3,3.0,1137.05716636972
1796.42,3.0,1219.80299526251
1796.6,3.0,1251.82110479017
1796.84,3.445,1343.00858924697
1797.14,3.0,1184.3010239069
1797.18108,10.0,3190.00116993049
1797.36,3.0,1217.52955354261
1797.44,3.0,1129.13838739584
1797.66,3.0,1164.66271631571
1797.84,3.445,1244.54068570659
1798.14,3.0,1097.9631769637
1798.18018,10.0,3171.17539842762
1798.42,3.0,1134.61215226801
1798.46,3.0,1210.57361559306
1798.78,3.0,1254.35531751097
1798.84,3.445,1378.54675419531
1799.14,3.0,1174.89468944074
1799.17928,10.0,3196.94860169293
1799.46,3.0,1133.6210586504
1799.5,3.0,1204.89499065873
1799.82,3.0,1166.11211854527
1799.84,3.445,1242.18422145949
1800.14,3.0,1089.29499994571
1800.17838,10.0,3168.0074750367
1800.46,3.0,1214.28271057122
1800.62,3.0,1126.81420532177
1800.84,3.445,1359.30018418884
1800.92,3.0,1250.55341631206
1801.17748,10.0,3191.21967427979
1801.18,3.0,1182.64558433774
1801.54,3.0,1120.80111206054
1801.7,3.0,1218.80373022595
1801.84,3.445,1228.7117834399
1801.98,3.0,1159.72707847805
1802.17658,10.0,3165.81884063812
1802.22,3.0,1089.4289202847
1802.56,3.0,1211.49630922745
1802.76,3.0,1135.46538338236
1802.84,3.445,1354.28296623878
1803.06,3.0,1252.4657747167
1803.17568,10.0,3196.04378093893
1803.28,3.0,1183.96137096724
1803.58,3.0,1118.20892014202
1803.76,3.0,1228.74609806486
1803.84,3.445,1237.10453368612
1804.1,3.0,1160.43860203813
1804.17478,10.0,3174.11031841037
1804.32,3.0,1093.89576219393
1804.68,3.0,1209.97201172167
1804.78,3.0,1141.22781145167
1804.84,3.445,1359.76527500598
1805.1,3.0,1257.48915376131
1805.17388,10.0,3193.65382112913
1805.4,3.0,1180.45136238532
1805.68,3.0,1118.69720006553
1805.78,3.0,1228.49184812134
1805.84,3.445,1234.00737844638
1806.1,3.0,1165.96278149135
1806.17298,10.0,3173.80668237891
1806.46,3.0,1087.60557706812
1806.72,3.0,1208.07563672096
1806.8,3.0,1142.45856868139
1806.84,3.445,1345.37525842006
1807.14,3.0,1253.34393048028
1807.17208,10.0,3189.90263562982
1807.46,3.0,1175.16284152274
1807.84,3.0,1228.61443825554
1807.84,3.445,1221.36792086846
1807.84,3.0,1118.01360646441
1808.16,3.0,1163.86628535566
1808.17118,10.0,3177.42159324102
1808.46,3.0,1098.58060698698
1808.84,3.445,1352.39221040706
1808.9,3.0,1139.46516027892
1808.94,3.0,1214.43841241883
1809.17028,10.0,3197.71996621909
1809.2,3.0,1250.90714045394
1809.5,3.0,1181.74348968452
1809.84,3.445,1231.35840526854
1809.96,3.0,1114.55405622665
1809.98,3.0,1230.52333570935
1810.16938,10.0,3203.76226158016
1810.24,3.0,1164.29580193421
1810.5,3.0,1084.19900228944
1810.84,3.445,1362.10148409286
1810.98,3.0,1208.95333691133
1811.08,3.0,1137.76926962875
1811.16848,10.0,3168.89449922746
1811.28,3.0,1244.59756796955
1811.5,3.0,1180.47702128069
1811.84,3.445,1239.32271764095
1811.98,3.0,1117.91381480182
1812.16,3.0,1225.55434830823
1812.16758,10.0,3199.56863878686
1812.32,3.0,1156.0396396987
1812.52,3.0,1088.57878014363
1812.84,3.445,1367.96696015582
1812.98,3.0,1207.49929700692
1813.16668,10.0,3180.58470763946
1813.24,3.0,1138.12389894843
1813.42,3.0,1252.87828823639
1813.64,3.0,1181.8381808689
1813.84,3.445,1236.23024747648
1813.98,3.0,1117.33820127246
1814.16578,10.0,3196.9225662149
1814.3,3.0,1222.03633791085
1814.48,3.0,1160.8004382943
1814.7,3.0,1092.27285726518
1814.84,3.445,1350.20152912646
1815.06,3.0,1213.71285398066
1815.16488,10.0,3176.34203765016
1815.38,3.0,1139.48404271764
1815.52,3.0,1245.61536448342
1815.74,3.0,1167.27523853684
1815.84,3.445,1226.60423556862
1816.16,3.0,1116.67549424075
1816.16398,10.0,3200.82231727758
1816.44,3.0,1227.62700327045
1816.56,3.0,1169.79032089958
1816.82,3.0,1089.01702516204
1816.84,3.445,1352.18550063516
1817.16308,10.0,3177.81202147917
1817.22,3.0,1209.26978733816
1817.46,3.0,1143.58465835035
1817.62,3.0,1245.88957192061
1817.84,3.445,1231.57502145688
1817.86,3.0,1177.45065058387
1818.16218,10.0,3194.34471422943
1818.28,3.0,1119.7617645695
1818.54,3.0,1223.46921472334
1818.66,3.0,1163.51219204082
1818.84,3.445,1371.92159262549
1818.88,3.0,1090.51706656167
1819.16128,10.0,3183.07498723447
1819.34,3.0,1209.15026463993
1819.54,3.0,1144.72134604001
1819.7,3.0,1236.56408955653
1819.84,3.445,1233.94737110737
1819.88,3.0,1184.92164560778
1820.16038,10.0,3210.06950027017
1820.44,3.0,1113.18320021467
1820.54,3.0,1220.07188265183
1820.8,3.0,1150.51302132659
1820.84,3.445,1354.3009838237
1820.88,3.0,1089.2547790896
1821.15948,10.0,3178.33080617784
1821.5,3.0,1194.85837230076
1821.54,3.0,1127.22106602443
1821.82,3.0,1247.04055716698
1821.84,3.445,1231.23289729617
1821.9,3.0,1180.20636051365
1822.15858,10.0,3194.55792041136
1822.56,3.0,1223.24034930587
1822.62,3.0,1123.13341258891
1822.84,3.0,1155.04858291779
1822.84,3.445,1340.96103378099
1822.9,3.0,1094.6483912777
1823.15768,10.0,3206.62276036473
1823.56,3.0,1141.15111528454
1823.64,3.0,1202.57765167914
1823.84,3.445,1236.99620825741
1823.9,3.0,1252.91833318427
1823.92,3.0,1185.14880782115
1824.15678,10.0,3179.1390668383
1824.6,3.0,1221.06139620879
1824.64,3.0,1116.11635404724
1824.84,3.445,1368.97688822571
1824.94,3.0,1103.92793057421
1824.98,3.0,1169.74199843238
1825.15588,10.0,3201.51803850209
1825.62,3.0,1124.00881325399
1825.64,3.0,1209.81027576252
1825.84,3.445,1225.1391303443
1825.98,3.0,1177.24722363876
1826.08,3.0,1241.64589799031
1826.15498,10.0,3186.33043153247
1826.66,3.0,1113.17470596766
1826.68,3.0,1221.69879244255
1826.84,3.445,1361.30024362364
1827.02,3.0,1100.84559096938
1827.14,3.0,1159.11810640341
1827.15408,10.0,3212.3200682026
1827.7,3.0,1208.30481373168
1827.78,3.0,1140.57628886234
1827.84,3.445,1237.11433845028
1828.12,3.0,1184.42038472684
1828.15318,10.0,3181.14811146923
1828.2,3.0,1254.02759367643
1828.7,3.0,1119.97893803654
1828.84,3.445,1371.94967603651
1828.9,3.0,1223.76002765651
1829.15228,10.0,3202.10511581859
1829.2,3.0,1158.29975631649
1829.22,3.0,1094.68528067008
1829.78,3.0,1199.25728641937
1829.84,3.445,1243.66069128386
1829.94,3.0,1127.83045111656
1830.15138,10.0,3171.52270489917
1830.2,3.0,1254.09653042083
1830.22,3.0,1181.66171300975
1830.82,3.0,1108.04751463545
1830.84,3.445,1362.37445409636
1830.98,3.0,1223.96697998466
1831.15048,10.0,3192.99436853624
1831.22,3.0,1086.71103446553
1831.26,3.0,1161.95955235561
1831.84,3.445,1230.15139805866
1831.92,3.0,1209.36043314362
1832.0,3.0,1133.9603220926
1832.14958,10.0,3177.22494686313
1832.22,3.0,1180.7774400833
1832.32,3.0,1251.34938836646
1832.84,3.445,1358.90571753936
1832.98,3.0,1115.74348864079
1833.08,3.0,1220.565662907
1833.14868,10.0,3201.71356985625
1833.22,3.0,1086.95548433078
1833.32,3.0,1158.65202697411
1833.84,3.445,1236.55620706197
1834.04,3.0,1199.20495202897
1834.12,3.0,1138.533430189
1834.14778,10.0,3172.81889312697
1834.24,3.0,1176.85661313392
1834.32,3.0,1253.70150879074
1834.84,3.445,1345.89322037155
1835.14688,10.0,3199.36375289787
1835.16,3.0,1115.81197356572
1835.2,3.0,1228.66118698614
1835.28,3.0,1083.99102038996
1835.36,3.0,1161.89443693876
1835.84,3.445,1236.04209970604
1836.14598,10.0,3181.23524382408
1836.2,3.0,1206.16006529984
1836.24,3.0,1136.66063036583
1836.3,3.0,1173.54903920135
1836.38,3.0,1251.0814789125
1836.84,3.445,1351.78303361253
1837.14508,10.0,3200.61239232971
1837.22,3.0,1121.44338162306
1837.26,3.0,1219.98914072642
1837.3,3.0,1088.82564582885
1837.4,3.0,1160.84192863539
1837.84,3.445,1228.9756424006
1838.14418,10.0,3173.91852622418
1838.24,3.0,1201.34722541754
1838.34,3.0,1140.22835970761
1838.4,3.0,1169.63252828109
1838.46,3.0,1256.04255170444
1838.84,3.445,1350.33563353347
1839.14328,10.0,3200.47713100021
1839.24,3.0,1114.24409645951
1839.36,3.0,1233.221953486
1839.48,3.0,1081.48288065235
1839.5,3.0,1164.3203444651
1839.84,3.445,1245.90533073117
1840.14238,10.0,3178.40584190496
1840.24,3.0,1209.86384735579
1840.36,3.0,1144.96987354076
1840.54,3.0,1168.97790861835
1840.58,3.0,1253.70208621238
1840.84,3.445,1365.44387241628
1841.14148,10.0,3192.65627421556
1841.24,3.0,1121.6801891046
1841.38,3.0,1226.66944876989
1841.58,3.0,1082.81735529042
1841.64,3.0,1161.2824230188
1841.84,3.445,1238.95885687362
1842.14058,10.0,3176.57322601531
1842.26,3.0,1212.46369463258
1842.4,3.0,1139.18861478373
1842.58,3.0,1172.11651889395
1842.7,3.0,1246.17651181299
1842.84,3.445,1366.63196305842
1843.13968,10.0,3199.74817996847
1843.26,3.0,1113.59722693025
1843.46,3.0,1220.12461728034
1843.58,3.0,1092.84951860517
1843.76,3.0,1159.25008541022
1843.84,3.445,1248.46519634576
1844.13878,10.0,3182.08647548808
1844.34,3.0,1205.42380043662
1844.58,3.0,1170.09187731315
1844.6,3.0,1145.07081342441
1844.82,3.0,1254.08369933875
1844.84,3.445,1355.10769150142
1845.13788,10.0,3194.39207220865
1845.38,3.0,1113.23000927143
1845.6,3.0,1090.61019606442
1845.66,3.0,1225.65617990671
1845.82,3.0,1166.32579623114
1845.84,3.445,1216.22257209725
1846.13698,10.0,3180.09748290323
1846.4,3.0,1214.03833210163
1846.62,3.0,1175.09422124775
1846.68,3.0,1138.09348954667
1846.82,3.0,1244.14220422432
1846.84,3.445,1370.2323892935
1847.13608,10.0,3205.36793060607
1847.48,3.0,1137.40115286468
1847.7,3.0,1083.55812712374
1847.78,3.0,1230.45354179391
1847.82,3.0,1166.95423387116
1847.84,3.445,1227.86832620226
1848.13518,10.0,3174.81231273935
1848.5,3.0,1213.48559509679
1848.82,3.0,1171.60768812607
1848.82,3.0,1245.88284270514
1848.84,3.0,1142.25329298801
1848.84,3.445,1342.56805932048
1849.13428,10.0,3201.65716912542
1849.54,3.0,1118.49569085838
1849.82,3.0,1157.43816936319
1849.84,3.445,1244.66728195118
1849.86,3.0,1088.58082927012
1849.88,3.0,1233.6157130501
1850.13338,10.0,3175.09816445523
1850.64,3.0,1214.69974730223
1850.82,3.0,1241.98488848409
1850.84,3.445,1351.72231079715
1850.92,3.0,1183.54016628636
1850.92,3.0,1144.92174376571
1851.13248,10.0,3195.80058472599
1851.66,3.0,1122.96004080666
1851.84,3.445,1226.54606574622
1851.88,3.0,1166.16022307198
1851.96,3.0,1233.33676983242
1851.96,3.0,1091.77738234077
1852.13158,10.0,3172.10724639532
1852.66,3.0,1205.61682591538
1852.84,3.445,1345.49706236728
1852.96,3.0,1249.15049798917
1853.02,3.0,1185.43003001992
1853.04,3.0,1138.10599982454
1853.13068,10.0,3202.02307637348
1853.66,3.0,1135.84108021699
1853.84,3.445,1222.60867637987
1853.98,3.0,1163.93972709682
1854.02,3.0,1096.5155819492
1854.12,3.0,1232.42894197887
1854.12978,10.0,3174.76057266327
1854.66,3.0,1215.70709645407
1854.84,3.445,1352.51538444911
1855.02,3.0,1184.26096732619
1855.12888,10.0,3196.47919793524
1855.14,3.0,1243.65546481458
1855.14,3.0,1141.06737241665
1855.7,3.0,1128.89077816299
1855.84,3.445,1233.67399852087
1856.06,3.0,1094.9770576794
1856.12798,10.0,3170.4356282507
1856.16,3.0,1216.35749377325
1856.18,3.0,1148.90557059908
1856.7,3.0,1215.89927526008
1856.84,3.445,1356.22947899911
1857.06,3.0,1190.93554067423
1857.12708,10.0,3195.12107445172
1857.2,3.0,1137.3541937122
1857.3,3.0,1225.01417740632
1857.76,3.0,1128.69690749266
1857.84,3.445,1254.06723763239
1858.06,3.0,1105.7797319894
1858.12618,10.0,3175.13946077772
1858.22,3.0,1221.93685157501
1858.4,3.0,1145.04567089702
1858.84,3.445,1359.42281721499
1858.88,3.0,1213.69614900964
1859.1,3.0,1191.75195479596
1859.12528,10.0,3197.73930061962
1859.24,3.0,1127.5098933341
1859.46,3.0,1243.09105910815
1859.84,3.445,1252.36460304577
1859.9,3.0,1127.22579241597
1860.12438,10.0,3178.79405897419
1860.16,3.0,1100.84183005564
1860.26,3.0,1222.43621953013
1860.5,3.0,1152.63674870857
1860.84,3.445,1369.2162216385
1860.98,3.0,1202.54951433678
1861.12348,10.0,3197.40325979651
1861.24,3.0,1180.58026742443
1861.28,3.0,1140.60830095855
1861.56,3.0,1235.0942429077
1861.84,3.445,1239.53845165624
1862.06,3.0,1121.5911503527
1862.12258,10.0,3173.93219916825
1862.32,3.0,1220.3646621389
1862.36,3.0,1105.16174533619
1862.56,3.0,1154.41753764421
1862.84,3.445,1354.68539551572
1863.12168,10.0,3199.11194257346
1863.14,3.0,1207.64653008786
1863.4,3.0,1132.3337646155
1863.44,3.0,1195.3136220875
1863.56,3.0,1235.09230291224
1863.84,3.445,1249.44615943513
1864.12078,10.0,3179.21447085202
1864.22,3.0,1121.44989573325
1864.48,3.0,1223.34182138403
1864.48,3.0,1107.50754247808
1864.58,3.0,1146.4800569739
1864.84,3.445,1346.11175605849
1865.11988,10.0,3202.63598620834
1865.22,3.0,1218.98577885267
1865.48,3.0,1188.90036315944
1865.5,3.0,1129.67040429265
1865.6,3.0,1239.28217206883
1865.84,3.445,1242.44657199909
1866.11898,10.0,3182.00613657111
1866.26,3.0,1120.89423910973
1866.5,3.0,1117.89591258012
1866.54,3.0,1204.69487241432
1866.62,3.0,1146.8811633331
1866.84,3.445,1348.19143694441
1867.11808,10.0,3203.78733987105
1867.26,3.0,1216.59703695063
1867.5,3.0,1194.28357240719
1867.58,3.0,1130.09195061213
1867.7,3.0,1244.70919392187
1867.84,3.445,1257.95292350423
1868.11718,10.0,3180.40842155125
1868.26,3.0,1134.78616709568
1868.52,3.0,1102.25977679954
1868.68,3.0,1214.41417026067
1868.78,3.0,1148.40265957469
1868.84,3.445,1355.97947930614
1869.11628,10.0,3174.18467475343
1869.3,3.0,1210.43165101403
1869.54,3.0,1186.9740146567
1869.76,3.0,1130.75922706278
1869.82,3.0,1237.12537594001
1869.84,3.445,1240.75364573651
1870.11538,10.0,3202.30321423051
1870.32,3.0,1126.02358816041
1870.58,3.0,1102.13179567988
1870.78,3.0,1220.75275129686
1870.84,3.445,1348.58137281842
1870.9,3.0,1156.25722216076
1871.11448,10.0,3182.14971904585
1871.34,3.0,1201.35375146563
1871.6,3.0,1190.40322995857
1871.8,3.0,1127.95525054498
1871.84,3.445,1236.94743625311
1872.02,3.0,1237.29161098342
1872.11358,10.0,3202.11739572202
1872.42,3.0,1113.6991769605
1872.64,3.0,1101.88463237775
1872.84,3.445,1356.57883923422
1872.86,3.0,1215.5575897596
1873.1,3.0,1149.64085955363
1873.11268,10.0,3178.45903888678
1873.46,3.0,1210.6897411514
1873.68,3.0,1177.94559408312
1873.84,3.445,1232.47868004378
1873.92,3.0,1130.40034406147
1874.1,3.0,1238.64026220337
1874.11178,10.0,3196.63722597932
1874.5,3.0,1111.15512872944
1874.78,3.0,1093.46912602576
1874.84,3.445,1355.00297010891
1874.92,3.0,1220.33403709123
1875.11088,10.0,3173.45385089835
1875.12,3.0,1144.92007442033
1875.58,3.0,1203.69253413208
1875.8,3.0,1193.62136106169
1875.84,3.445,1223.04511655106
1875.92,3.0,1128.44977889306
1876.10998,10.0,3191.0649830252
1876.12,3.0,1237.84782962974
1876.68,3.0,1107.36532833662
1876.84,3.0,1106.65902234241
1876.84,3.445,1369.32405779192
1876.94,3.0,1227.5357901955
1877.10908,10.0,3179.72747881194
1877.12,3.0,1148.69829014049
1877.72,3.0,1200.66139335822
1877.84,3.445,1243.20586654213
1877.84,3.0,1188.67012408334
1877.96,3.0,1140.4066625125
1878.10818,10.0,3199.50176946024
1878.14,3.0,1240.96855045132
1878.78,3.0,1106.05494787278
1878.84,3.445,1366.13704583977
1878.84,3.0,1100.47267356914
1879.0,3.0,1227.06163388481
1879.10728,10.0,3181.31980152837
1879.16,3.0,1143.38295613943
1879.82,3.0,1192.16926239417
1879.84,3.0,1182.4654217671
1879.84,3.445,1213.60640379194
1880.06,3.0,1137.01155539377
1880.10638,10.0,3205.14764575174
1880.18,3.0,1232.75498019442
1880.82,3.0,1111.72148166931
1880.84,3.0,1098.53359854213
1880.84,3.445,1327.03762240321
1881.08,3.0,1230.31953736818
1881.10548,10.0,3185.32333309367
1881.2,3.0,1143.63195926796
1881.82,3.0,1199.54519328532
1881.84,3.445,1228.04346040571
1881.86,3.0,1182.00787555034
1882.10458,10.0,3197.78450034627
1882.14,3.0,1136.43143963816
1882.26,3.0,1225.23820881128
1882.82,3.0,1105.69695345984
1882.84,3.445,1346.85277251458
1882.86,3.0,1097.37432474865
1883.10368,10.0,3176.08580754805
1883.18,3.0,1222.55174019901
1883.34,3.0,1144.24993428841
1883.84,3.445,1240.75652526336
1883.84,3.0,1197.30378346245
1883.9,3.0,1176.54791995718
1884.10278,10.0,3206.81985747983
1884.2,3.0,1141.95706777335
1884.36,3.0,1238.43563031198
1884.84,3.445,1362.53369118769
1884.84,3.0,1104.16883608517
1884.98,3.0,1092.51914215105
1885.10188,10.0,3187.01019333035
1885.26,3.0,1223.56847314357
1885.44,3.0,1140.19999172194
1885.84,3.445,1248.02397003235
1885.9,3.0,1199.32949967689
1886.06,3.0,1178.94583085832
